Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,perception,tempo,Task Version,order-enwm,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: image,Spreadsheet: correct_response,Spreadsheet: whitescreen,Manipulation: Spreadsheet
15,1.70671E+12,31/01/2024 14:47,1.70671E+12,0,31/01/2024 14:47,162688,9,task-b45l,,34643982,BLIND,10244269,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1920x1080,1482x932,,,0,low,no,10,DECFBA,Spreadsheet1,6,Trial,Screen 1,um9bhn,1,continue,,1966.5,1966.5,1966.5,1966.5,1966.5,1966.5,1,1966.5,0,0,,Fixation Timing,Fixation,1,object-8,Trial,6.jpg,Absent,whitescreen.jpg,
16,1.70671E+12,31/01/2024 14:47,1.70671E+12,0,31/01/2024 14:47,162688,9,task-b45l,,34643982,BLIND,10244269,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1920x1080,1482x932,,,0,low,no,10,DECFBA,Spreadsheet1,6,Trial,Screen 2,gdvsqo,2,response,Absent,1574.6,1566.8,1574.6,1574.6,1566.8,1574.6,1,1574.6,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,6.jpg,Absent,whitescreen.jpg,
17,1.70671E+12,31/01/2024 14:47,1.70671E+12,0,31/01/2024 14:47,162688,9,task-b45l,,34643982,BLIND,10244269,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1920x1080,1482x932,,,0,low,no,10,DECFBA,Spreadsheet1,7,Trial,Screen 1,um9bhn,1,continue,,1966.3,1966.3,1966.3,1966.3,1966.3,1966.3,1,1966.3,0,0,,Fixation Timing,Fixation,1,object-8,Trial,7.jpg,Absent,whitescreen.jpg,
18,1.70671E+12,31/01/2024 14:47,1.70671E+12,0,31/01/2024 14:47,162688,9,task-b45l,,34643982,BLIND,10244269,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1920x1080,1482x932,,,0,low,no,10,DECFBA,Spreadsheet1,7,Trial,Screen 2,gdvsqo,2,response,Absent,2039,2033.4,2039,2039,2033.4,2039,1,2039,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,7.jpg,Absent,whitescreen.jpg,
19,1.70671E+12,31/01/2024 14:47,1.70671E+12,0,31/01/2024 14:47,162688,9,task-b45l,,34643982,BLIND,10244269,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1920x1080,1482x932,,,0,low,no,10,DECFBA,Spreadsheet1,8,Trial,Screen 1,um9bhn,1,continue,,1966.4,1966.4,1966.4,1966.4,1966.4,1966.4,1,1966.4,0,0,,Fixation Timing,Fixation,1,object-8,Trial,8.jpg,Present,whitescreen.jpg,
20,1.70671E+12,31/01/2024 14:47,1.70671E+12,0,31/01/2024 14:47,162688,9,task-b45l,,34643982,BLIND,10244269,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1920x1080,1482x932,,,0,low,no,10,DECFBA,Spreadsheet1,8,Trial,Screen 2,gdvsqo,2,response,Present,755.8,749.9,755.8,755.8,749.9,755.8,1,755.8,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,8.jpg,Present,whitescreen.jpg,
21,1.70671E+12,31/01/2024 14:48,1.70671E+12,0,31/01/2024 14:48,162688,9,task-b45l,,34643982,BLIND,10244269,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1920x1080,1482x932,,,0,low,no,10,DECFBA,Spreadsheet1,1,End,Screen 1,jo2ygf,1,continue,,5084.7,5083.1,5084.7,5084.7,5083.1,5084.7,1,5084.7,0,0,,Click To Continue,Continue Button,2,object-18,End,,,,
22,1.70671E+12,31/01/2024 14:48,1.70671E+12,0,31/01/2024 14:48,162688,9,task-b45l,,34643982,BLIND,10244269,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1920x1080,1482x932,,,0,low,no,10,DECFBA,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,
1,1.70671E+12,31/01/2024 14:54,1.70671E+12,0,31/01/2024 14:54,162688,9,task-b45l,,34644298,BLIND,10244407,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1440x900,1440x820,,,0,low,no,10,ABFCED,Spreadsheet1,,,,,,5,START SUBSYSTEM base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,
2,1.70671E+12,31/01/2024 14:54,1.70671E+12,0,31/01/2024 14:54,162688,9,task-b45l,,34644298,BLIND,10244407,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1440x900,1440x820,,,0,low,no,10,ABFCED,Spreadsheet1,,,,,,5,SUBSYSTEM READY base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,
3,1.70671E+12,31/01/2024 14:54,1.70671E+12,0,31/01/2024 14:54,162688,9,task-b45l,,34644298,BLIND,10244407,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1440x900,1440x820,,,0,low,no,10,ABFCED,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,
4,1.70671E+12,31/01/2024 14:54,1.70671E+12,0,31/01/2024 14:54,162688,9,task-b45l,,34644298,BLIND,10244407,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1440x900,1440x820,,,0,low,no,10,ABFCED,Spreadsheet1,1,screen 1,Screen 1,zufrd2,1,continue,,1442,1434,1442,1442,1434,1442,1,1442,0,0,,Click To Continue,Continue Button,2,object-4,screen 1,,,,
5,1.70671E+12,31/01/2024 14:54,1.70671E+12,0,31/01/2024 14:54,162688,9,task-b45l,,34644298,BLIND,10244407,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1440x900,1440x820,,,0,low,no,10,ABFCED,Spreadsheet1,1,Trial,Screen 1,um9bhn,1,continue,,1933,1933,1933,1933,1933,1933,1,1933,0,0,,Fixation Timing,Fixation,1,object-8,Trial,1.jpg,Absent,whitescreen.jpg,
6,1.70671E+12,31/01/2024 14:54,1.70671E+12,0,31/01/2024 14:54,162688,9,task-b45l,,34644298,BLIND,10244407,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1440x900,1440x820,,,0,low,no,10,ABFCED,Spreadsheet1,1,Trial,Screen 2,gdvsqo,2,response,Absent,3833,3800,3833,3833,3800,3833,1,3833,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,1.jpg,Absent,whitescreen.jpg,
7,1.70671E+12,31/01/2024 14:54,1.70671E+12,0,31/01/2024 14:54,162688,9,task-b45l,,34644298,BLIND,10244407,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1440x900,1440x820,,,0,low,no,10,ABFCED,Spreadsheet1,2,Trial,Screen 1,um9bhn,1,continue,,1933,1933,1933,1933,1933,1933,1,1933,0,0,,Fixation Timing,Fixation,1,object-8,Trial,2.jpg,Present,whitescreen.jpg,
8,1.70671E+12,31/01/2024 14:54,1.70671E+12,0,31/01/2024 14:54,162688,9,task-b45l,,34644298,BLIND,10244407,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1440x900,1440x820,,,0,low,no,10,ABFCED,Spreadsheet1,2,Trial,Screen 2,gdvsqo,2,response,Present,976,967,976,976,967,976,1,976,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,2.jpg,Present,whitescreen.jpg,
9,1.70671E+12,31/01/2024 14:54,1.70671E+12,0,31/01/2024 14:54,162688,9,task-b45l,,34644298,BLIND,10244407,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1440x900,1440x820,,,0,low,no,10,ABFCED,Spreadsheet1,3,Trial,Screen 1,um9bhn,1,continue,,1933,1933,1933,1933,1933,1933,1,1933,0,0,,Fixation Timing,Fixation,1,object-8,Trial,3.jpg,Present,whitescreen.jpg,
10,1.70671E+12,31/01/2024 14:54,1.70671E+12,0,31/01/2024 14:54,162688,9,task-b45l,,34644298,BLIND,10244407,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1440x900,1440x820,,,0,low,no,10,ABFCED,Spreadsheet1,3,Trial,Screen 2,gdvsqo,2,response,Present,855,834,855,855,834,855,1,855,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,3.jpg,Present,whitescreen.jpg,
11,1.70671E+12,31/01/2024 14:54,1.70671E+12,0,31/01/2024 14:54,162688,9,task-b45l,,34644298,BLIND,10244407,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1440x900,1440x820,,,0,low,no,10,ABFCED,Spreadsheet1,4,Trial,Screen 1,um9bhn,1,continue,,1933,1933,1933,1933,1933,1933,1,1933,0,0,,Fixation Timing,Fixation,1,object-8,Trial,4.jpg,Present,whitescreen.jpg,
12,1.70671E+12,31/01/2024 14:54,1.70671E+12,0,31/01/2024 14:54,162688,9,task-b45l,,34644298,BLIND,10244407,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1440x900,1440x820,,,0,low,no,10,ABFCED,Spreadsheet1,4,Trial,Screen 2,gdvsqo,2,response,Present,1042,1033,1042,1042,1033,1042,1,1042,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,4.jpg,Present,whitescreen.jpg,
13,1.70671E+12,31/01/2024 14:54,1.70671E+12,0,31/01/2024 14:54,162688,9,task-b45l,,34644298,BLIND,10244407,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1440x900,1440x820,,,0,low,no,10,ABFCED,Spreadsheet1,5,Trial,Screen 1,um9bhn,1,continue,,1934,1934,1934,1934,1934,1934,1,1934,0,0,,Fixation Timing,Fixation,1,object-8,Trial,5.jpg,Absent,whitescreen.jpg,
14,1.70671E+12,31/01/2024 14:54,1.70671E+12,0,31/01/2024 14:54,162688,9,task-b45l,,34644298,BLIND,10244407,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1440x900,1440x820,,,0,low,no,10,ABFCED,Spreadsheet1,5,Trial,Screen 2,gdvsqo,2,response,Absent,1859,1833,1859,1859,1833,1859,1,1859,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,5.jpg,Absent,whitescreen.jpg,
15,1.70671E+12,31/01/2024 14:54,1.70671E+12,0,31/01/2024 14:54,162688,9,task-b45l,,34644298,BLIND,10244407,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1440x900,1440x820,,,0,low,no,10,ABFCED,Spreadsheet1,6,Trial,Screen 1,um9bhn,1,continue,,1933,1933,1933,1933,1933,1933,1,1933,0,0,,Fixation Timing,Fixation,1,object-8,Trial,6.jpg,Absent,whitescreen.jpg,
16,1.70671E+12,31/01/2024 14:55,1.70671E+12,0,31/01/2024 14:55,162688,9,task-b45l,,34644298,BLIND,10244407,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1440x900,1440x820,,,0,low,no,10,ABFCED,Spreadsheet1,6,Trial,Screen 2,gdvsqo,2,response,Absent,2114,2100,2114,2114,2100,2114,1,2114,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,6.jpg,Absent,whitescreen.jpg,
17,1.70671E+12,31/01/2024 14:55,1.70671E+12,0,31/01/2024 14:55,162688,9,task-b45l,,34644298,BLIND,10244407,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1440x900,1440x820,,,0,low,no,10,ABFCED,Spreadsheet1,7,Trial,Screen 1,um9bhn,1,continue,,1934,1934,1934,1934,1934,1934,1,1934,0,0,,Fixation Timing,Fixation,1,object-8,Trial,7.jpg,Absent,whitescreen.jpg,
18,1.70671E+12,31/01/2024 14:55,1.70671E+12,0,31/01/2024 14:55,162688,9,task-b45l,,34644298,BLIND,10244407,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1440x900,1440x820,,,0,low,no,10,ABFCED,Spreadsheet1,7,Trial,Screen 2,gdvsqo,2,response,Absent,1478,1466,1478,1478,1466,1478,1,1478,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,7.jpg,Absent,whitescreen.jpg,
19,1.70671E+12,31/01/2024 14:55,1.70671E+12,0,31/01/2024 14:55,162688,9,task-b45l,,34644298,BLIND,10244407,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1440x900,1440x820,,,0,low,no,10,ABFCED,Spreadsheet1,8,Trial,Screen 1,um9bhn,1,continue,,1934,1934,1934,1934,1934,1934,1,1934,0,0,,Fixation Timing,Fixation,1,object-8,Trial,8.jpg,Present,whitescreen.jpg,
20,1.70671E+12,31/01/2024 14:55,1.70671E+12,0,31/01/2024 14:55,162688,9,task-b45l,,34644298,BLIND,10244407,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1440x900,1440x820,,,0,low,no,10,ABFCED,Spreadsheet1,8,Trial,Screen 2,gdvsqo,2,response,Present,665,633,665,665,633,665,1,665,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,8.jpg,Present,whitescreen.jpg,
21,1.70671E+12,31/01/2024 14:55,1.70671E+12,0,31/01/2024 14:55,162688,9,task-b45l,,34644298,BLIND,10244407,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1440x900,1440x820,,,0,low,no,10,ABFCED,Spreadsheet1,1,End,Screen 1,jo2ygf,1,continue,,1059,1033,1059,1059,1033,1059,1,1059,0,0,,Click To Continue,Continue Button,2,object-18,End,,,,
22,1.70671E+12,31/01/2024 14:55,1.70671E+12,0,31/01/2024 14:55,162688,9,task-b45l,,34644298,BLIND,10244407,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.1,1440x900,1440x820,,,0,low,no,10,ABFCED,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,
1,1.70671E+12,31/01/2024 14:53,1.70671E+12,0,31/01/2024 14:53,162688,9,task-b45l,,34644267,BLIND,10244420,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x747,,,0,low,no,10,BCADFE,Spreadsheet1,,,,,,5,START SUBSYSTEM base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,
2,1.70671E+12,31/01/2024 14:53,1.70671E+12,0,31/01/2024 14:53,162688,9,task-b45l,,34644267,BLIND,10244420,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x747,,,0,low,no,10,BCADFE,Spreadsheet1,,,,,,5,SUBSYSTEM READY base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,
3,1.70671E+12,31/01/2024 14:53,1.70671E+12,0,31/01/2024 14:53,162688,9,task-b45l,,34644267,BLIND,10244420,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x747,,,0,low,no,10,BCADFE,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,
4,1.70671E+12,31/01/2024 14:53,1.70671E+12,0,31/01/2024 14:53,162688,9,task-b45l,,34644267,BLIND,10244420,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x747,,,0,low,no,10,BCADFE,Spreadsheet1,1,screen 1,Screen 1,zufrd2,1,continue,,1898.224,1881.597,1898.224,1898.224,1881.597,1898.224,1,1898.224,0,0,,Click To Continue,Continue Button,2,object-4,screen 1,,,,
5,1.70671E+12,31/01/2024 14:53,1.70671E+12,0,31/01/2024 14:53,162688,9,task-b45l,,34644267,BLIND,10244420,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x747,,,0,low,no,10,BCADFE,Spreadsheet1,1,Trial,Screen 1,um9bhn,1,continue,,1964.851,1964.851,1964.851,1964.851,1964.851,1964.851,1,1964.851,0,0,,Fixation Timing,Fixation,1,object-8,Trial,1.jpg,Absent,whitescreen.jpg,
6,1.70671E+12,31/01/2024 14:53,1.70671E+12,0,31/01/2024 14:53,162688,9,task-b45l,,34644267,BLIND,10244420,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x747,,,0,low,no,10,BCADFE,Spreadsheet1,1,Trial,Screen 2,gdvsqo,2,response,Absent,4106.069,4096.129,4106.069,4106.069,4096.129,4106.069,1,4106.069,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,1.jpg,Absent,whitescreen.jpg,
7,1.70671E+12,31/01/2024 14:53,1.70671E+12,0,31/01/2024 14:53,162688,9,task-b45l,,34644267,BLIND,10244420,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x747,,,0,low,no,10,BCADFE,Spreadsheet1,2,Trial,Screen 1,um9bhn,1,continue,,1964.843,1964.843,1964.843,1964.843,1964.843,1964.843,1,1964.843,0,0,,Fixation Timing,Fixation,1,object-8,Trial,2.jpg,Present,whitescreen.jpg,
8,1.70671E+12,31/01/2024 14:53,1.70671E+12,0,31/01/2024 14:53,162688,9,task-b45l,,34644267,BLIND,10244420,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x747,,,0,low,no,10,BCADFE,Spreadsheet1,2,Trial,Screen 2,gdvsqo,2,response,Present,1142.497,1132.281,1142.497,1142.497,1132.281,1142.497,1,1142.497,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,2.jpg,Present,whitescreen.jpg,
9,1.70671E+12,31/01/2024 14:53,1.70671E+12,0,31/01/2024 14:53,162688,9,task-b45l,,34644267,BLIND,10244420,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x747,,,0,low,no,10,BCADFE,Spreadsheet1,3,Trial,Screen 1,um9bhn,1,continue,,1964.856,1964.856,1964.856,1964.856,1964.856,1964.856,1,1964.856,0,0,,Fixation Timing,Fixation,1,object-8,Trial,3.jpg,Present,whitescreen.jpg,
10,1.70671E+12,31/01/2024 14:53,1.70671E+12,0,31/01/2024 14:53,162688,9,task-b45l,,34644267,BLIND,10244420,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x747,,,0,low,no,10,BCADFE,Spreadsheet1,3,Trial,Screen 2,gdvsqo,2,response,Present,966.96,965.71,966.96,966.96,965.71,966.96,1,966.96,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,3.jpg,Present,whitescreen.jpg,
11,1.70671E+12,31/01/2024 14:54,1.70671E+12,0,31/01/2024 14:54,162688,9,task-b45l,,34644267,BLIND,10244420,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x747,,,0,low,no,10,BCADFE,Spreadsheet1,4,Trial,Screen 1,um9bhn,1,continue,,1964.868,1964.868,1964.868,1964.868,1964.868,1964.868,1,1964.868,0,0,,Fixation Timing,Fixation,1,object-8,Trial,4.jpg,Present,whitescreen.jpg,
12,1.70671E+12,31/01/2024 14:54,1.70671E+12,0,31/01/2024 14:54,162688,9,task-b45l,,34644267,BLIND,10244420,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x747,,,0,low,no,10,BCADFE,Spreadsheet1,4,Trial,Screen 2,gdvsqo,2,response,Present,789.4820004,782.601,789.4820004,789.4820004,782.601,789.4820004,1,789.4820004,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,4.jpg,Present,whitescreen.jpg,
13,1.70671E+12,31/01/2024 14:54,1.70671E+12,0,31/01/2024 14:54,162688,9,task-b45l,,34644267,BLIND,10244420,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x747,,,0,low,no,10,BCADFE,Spreadsheet1,5,Trial,Screen 1,um9bhn,1,continue,,1964.81,1964.81,1964.81,1964.81,1964.81,1964.81,1,1964.81,0,0,,Fixation Timing,Fixation,1,object-8,Trial,5.jpg,Absent,whitescreen.jpg,
14,1.70671E+12,31/01/2024 14:54,1.70671E+12,0,31/01/2024 14:54,162688,9,task-b45l,,34644267,BLIND,10244420,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x747,,,0,low,no,10,BCADFE,Spreadsheet1,5,Trial,Screen 2,gdvsqo,2,response,Absent,1413.071,1398.713,1413.071,1413.071,1398.713,1413.071,1,1413.071,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,5.jpg,Absent,whitescreen.jpg,
15,1.70671E+12,31/01/2024 14:54,1.70671E+12,0,31/01/2024 14:54,162688,9,task-b45l,,34644267,BLIND,10244420,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x747,,,0,low,no,10,BCADFE,Spreadsheet1,6,Trial,Screen 1,um9bhn,1,continue,,1964.835,1964.835,1964.835,1964.835,1964.835,1964.835,1,1964.835,0,0,,Fixation Timing,Fixation,1,object-8,Trial,6.jpg,Absent,whitescreen.jpg,
16,1.70671E+12,31/01/2024 14:54,1.70671E+12,0,31/01/2024 14:54,162688,9,task-b45l,,34644267,BLIND,10244420,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x747,,,0,low,no,10,BCADFE,Spreadsheet1,6,Trial,Screen 2,gdvsqo,2,response,Absent,1349.523,1348.708,1349.523,1349.523,1348.708,1349.523,1,1349.523,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,6.jpg,Absent,whitescreen.jpg,
17,1.70671E+12,31/01/2024 14:54,1.70671E+12,0,31/01/2024 14:54,162688,9,task-b45l,,34644267,BLIND,10244420,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x747,,,0,low,no,10,BCADFE,Spreadsheet1,7,Trial,Screen 1,um9bhn,1,continue,,1964.868,1964.868,1964.868,1964.868,1964.868,1964.868,1,1964.868,0,0,,Fixation Timing,Fixation,1,object-8,Trial,7.jpg,Absent,whitescreen.jpg,
18,1.70671E+12,31/01/2024 14:54,1.70671E+12,0,31/01/2024 14:54,162688,9,task-b45l,,34644267,BLIND,10244420,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x747,,,0,low,no,10,BCADFE,Spreadsheet1,7,Trial,Screen 2,gdvsqo,2,response,Absent,1138.047,1132.273,1138.047,1138.047,1132.273,1138.047,1,1138.047,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,7.jpg,Absent,whitescreen.jpg,
19,1.70671E+12,31/01/2024 14:54,1.70671E+12,0,31/01/2024 14:54,162688,9,task-b45l,,34644267,BLIND,10244420,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x747,,,0,low,no,10,BCADFE,Spreadsheet1,8,Trial,Screen 1,um9bhn,1,continue,,1964.818,1964.818,1964.818,1964.818,1964.818,1964.818,1,1964.818,0,0,,Fixation Timing,Fixation,1,object-8,Trial,8.jpg,Present,whitescreen.jpg,
20,1.70671E+12,31/01/2024 14:54,1.70671E+12,0,31/01/2024 14:54,162688,9,task-b45l,,34644267,BLIND,10244420,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x747,,,0,low,no,10,BCADFE,Spreadsheet1,8,Trial,Screen 2,gdvsqo,2,response,Present,1538.756,1531.875,1538.756,1538.756,1531.875,1538.756,1,1538.756,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,8.jpg,Present,whitescreen.jpg,
21,1.70671E+12,31/01/2024 14:54,1.70671E+12,0,31/01/2024 14:54,162688,9,task-b45l,,34644267,BLIND,10244420,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x747,,,0,low,no,10,BCADFE,Spreadsheet1,1,End,Screen 1,jo2ygf,1,continue,,1315.481,1298.833,1315.481,1315.481,1298.833,1315.481,1,1315.481,0,0,,Click To Continue,Continue Button,2,object-18,End,,,,
22,1.70671E+12,31/01/2024 14:54,1.70671E+12,0,31/01/2024 14:54,162688,9,task-b45l,,34644267,BLIND,10244420,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x747,,,0,low,no,10,BCADFE,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,
1,1.70672E+12,31/01/2024 17:18,1.70672E+12,0,31/01/2024 17:18,162688,9,task-b45l,,34654430,BLIND,10247062,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,low,no,10,ABFCED,Spreadsheet1,,,,,,5,START SUBSYSTEM base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,
2,1.70672E+12,31/01/2024 17:18,1.70672E+12,0,31/01/2024 17:18,162688,9,task-b45l,,34654430,BLIND,10247062,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,low,no,10,ABFCED,Spreadsheet1,,,,,,5,SUBSYSTEM READY base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,
3,1.70672E+12,31/01/2024 17:18,1.70672E+12,0,31/01/2024 17:18,162688,9,task-b45l,,34654430,BLIND,10247062,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,low,no,10,ABFCED,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,
4,1.70672E+12,31/01/2024 17:18,1.70672E+12,0,31/01/2024 17:18,162688,9,task-b45l,,34654430,BLIND,10247062,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,low,no,10,ABFCED,Spreadsheet1,1,screen 1,Screen 1,zufrd2,1,continue,,1929.3,1917,1929.3,1929.3,1917,1929.3,1,1929.3,0,0,,Click To Continue,Continue Button,2,object-4,screen 1,,,,
5,1.70672E+12,31/01/2024 17:18,1.70672E+12,0,31/01/2024 17:18,162688,9,task-b45l,,34654430,BLIND,10247062,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,low,no,10,ABFCED,Spreadsheet1,1,Trial,Screen 1,um9bhn,1,continue,,1966.6,1966.6,1966.6,1966.6,1966.6,1966.6,1,1966.6,0,0,,Fixation Timing,Fixation,1,object-8,Trial,1.jpg,Absent,whitescreen.jpg,
6,1.70672E+12,31/01/2024 17:18,1.70672E+12,0,31/01/2024 17:18,162688,9,task-b45l,,34654430,BLIND,10247062,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,low,no,10,ABFCED,Spreadsheet1,1,Trial,Screen 2,gdvsqo,2,response,Absent,2472.6,2466.4,2472.6,2472.6,2466.4,2472.6,1,2472.6,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,1.jpg,Absent,whitescreen.jpg,
